id товара;осн. артикул;цена;наличие;статус;доп. артикул;штрихкод;ррц
29119;;0;0;;;;;
29602;;0;0;;;;;
28692;;3968;4;;;;;
29836;;0;0;;;;;
28827;;2265;2;;;;;
28723;;0;0;;;;;
29111;;0;0;;;;;
29192;;2213;9;;;;;
28824;;1876;3;;;;;
28686;;4833;1;;;;;
28702;;0;0;;;;;
29510;;0;0;;;;;
27570;;5045;2;;;;;
27562;;0;0;;;;;
27572;;0;0;;;;;
28825;;1864;3;;;;;
29513;;0;0;;;;;
29349;;0;0;;;;370;
28710;;7696;2;;;;;
29114;;0;0;;;;;
29947;;0;0;;;;;
29789;;0;0;;;;;
29130;;0;0;;;;;
29585;;317;1;;;;;
29134;;0;0;;;;;
29133;;0;0;;;;;
29131;;0;0;;;;;
29542;;482;21;;;;;
29357;;1964;3;;;;;
29256;;2309;2;;;;;
29626;;2752;1;;;;;
29502;;0;0;;;;;
29138;;0;0;;;;;
29139;;0;0;;;;;
29814;;435;3;;;;;
29217;;0;0;;;;2698;
29118;;0;0;;;;;
29178;;1384;4;;;;1500;
29132;;0;0;;;;;
29135;;0;0;;;;;
29462;;0;0;;;;;
29982;;0;0;;;;;
29137;;455;1;;;;;
29647;;3734;2;;;;;
29904;;0;0;;;;;
29979;;0;0;;;;;
29532;;561;3;;;;;
29158;;13325;14;;;;;
29957;;0;0;;;;;
29860;;0;0;;;;;
29501;;1391;3;;;;;
29244;;0;0;;;;3880;
29310;;437;2;;;;;
29296;;958;2;;;;;
29547;;1490;2;;;;;
29964;;1180;1;;;;;
29164;;814;3;;;;800;
29851;;690;4;;;;;
29917;;0;0;;;;;
29375;;0;0;;;;;
29346;;0;0;;;;1738;
29157;;3458;2;;;;;
29258;;645;1;;;;;
29436;;677;2;;;;;
29864;;248;2;;;;;
29206;;0;0;;;;1020;
29235;;0;0;;;;798;
29160;;0;0;;;;;
29435;;0;0;;;;;
29159;;3214;3;;;;;
29153;;3564;2;;;;;
29169;;896;4;;;;890;
29352;;0;0;;;;1198;
29186;;0;0;;;;;
29332;;0;0;;;;898;
29162;;977;4;;;;1175;
29216;;0;0;;;;598;
29413;;0;0;;;;;
29808;;541;11;;;;;
29437;;0;0;;;;;
29234;;0;0;;;;1020;
29188;;1084;6;;;;;
29345;;0;0;;;;680;
29255;;0;0;;;;;
27171;;0;0;;;;;
29935;;205;3;;;;;
29267;;6188;1;;;;;
29397;;0;0;;;;;
29366;;1551;1;;;;;
29444;;0;0;;;;;
29442;;0;0;;;;;
29378;;1290;1;;;;;
29883;;2430;1;;;;;
29339;;335;1;;;;;
29625;;0;0;;;;;
29373;;395;2;;;;;
30021;;0;0;;;;;
29225;;412;5;;;;650;
29236;;0;0;;;;798;
29233;;0;0;;;;860;
29945;;1129;1;;;;;
29841;;855;5;;;;;
29850;;447;10;;;;;
29941;;0;0;;;;;
29263;;0;0;;;;;
29793;;6200;1;;;;;
29388;;0;0;;;;;
29293;;0;0;;;;;
29307;;0;0;;;;;
29862;;864;4;;;;;
29458;;688;5;;;;;
29295;;558;1;;;;;
29591;;0;0;;;;;
29288;;0;0;;;;;
29291;;0;0;;;;;
29319;;748;10;;;;;
29825;;519;4;;;;;
29584;;0;0;;;;;
29276;;0;0;;;;;
29429;;665;3;;;;;
28565;;1467;2;;;;;
29598;;6169;2;;;;;
29274;;2821;2;;;;;
29272;;0;0;;;;;
29271;;2705;1;;;;;
29273;;2527;2;;;;;
29278;;890;2;;;;;
29279;;0;0;;;;;
29280;;1519;3;;;;;
30000;;0;0;;;;;
29275;;1032;3;;;;;
29283;;0;0;;;;;
29285;;755;1;;;;;
29361;;0;0;;;;;
29315;;0;0;;;;;
29472;;0;0;;;;;
29342;;0;0;;;;;
29604;;0;0;;;;;
29414;;0;0;;;;;
29290;;4839;4;;;;;
29779;;0;0;;;;;
29827;;0;0;;;;;
29284;;0;0;;;;;
29281;;0;0;;;;;
29286;;0;0;;;;;
29336;;310;1;;;;;
29599;;34228;3;;;;;
29474;;2391;10;;;;;
29880;;494;2;;;;;
29526;;0;0;;;;;
29298;;3562;1;;;;;
29657;;0;0;;;;;
29368;;436;12;;;;;
27672;;1927;1;;;;;
29949;;945;2;;;;;
29577;;0;0;;;;;
29304;;0;0;;;;;
29786;;0;0;;;;;
29524;;0;0;;;;;
29899;;3574;1;;;;;
29423;;0;0;;;;;
29613;;2783;1;;;;;
29557;;0;0;;;;;
29355;;549;1;;;;;
29422;;0;0;;;;;
29321;;0;0;;;;;
29374;;0;0;;;;;
29497;;0;0;;;;;
29427;;665;6;;;;;
29317;;782;2;;;;;
29324;;0;0;;;;;
29312;;194;2;;;;;
29322;;0;0;;;;;
29384;;0;0;;;;;
29318;;0;0;;;;;
29333;;2418;1;;;;;
29601;;919;3;;;;;
29417;;0;0;;;;;
29323;;0;0;;;;;
29394;;2112;1;;;;;
29847;;367;2;;;;;
29353;;0;0;;;;1298;
29439;;0;0;;;;;
29659;;2677;1;;;;;
29313;;0;0;;;;;
29301;;0;0;;;;;
29320;;3274;14;;;;;
29308;;0;0;;;;;
29311;;637;10;;;;;
29818;;0;0;;;;;
29354;;0;0;;;;;
29407;;253;4;;;;;
29390;;0;0;;;;;
29536;;0;0;;;;;
29955;;0;0;;;;;
29369;;458;4;;;;;
29327;;0;0;;;;998;
29415;;0;0;;;;;
29491;;0;0;;;;;
29343;;0;0;;;;798;
29778;;0;0;;;;;
29470;;210;4;;;;;
29998;;1704;2;;;;;
29419;;1091;4;;;;;
29543;;482;19;;;;;
29432;;665;6;;;;;
29376;;0;0;;;;;
29738;;2188;1;;;;3940;
29398;;0;0;;;;;
29441;;0;0;;;;;
28619;;2934;1;;;;;
29913;;0;0;;;;;
29454;;0;0;;;;;
29392;;0;0;;;;;
29377;;1582;3;;;;;
28950;;0;0;;;;;
29434;;0;0;;;;;
29438;;0;0;;;;;
29549;;0;0;;;;;
29906;;0;0;;;;;
29551;;0;0;;;;;
29760;;0;0;;;;;
29763;;0;0;;;;;
29440;;0;0;;;;;
29447;;1121;2;;;;;
29452;;1116;1;;;;;
29453;;1435;1;;;;;
29812;;352;4;;;;;
29509;;0;0;;;;;
29600;;0;0;;;;;
29539;;2217;1;;;;;
29503;;791;1;;;;;
29489;;0;0;;;;;
29541;;482;4;;;;;
29479;;3075;1;;;;;
29480;;784;1;;;;;
29484;;1441;2;;;;;
29482;;0;0;;;;;
29481;;0;0;;;;;
29994;;0;0;;;;;
29655;;0;0;;;;;
29530;;0;0;;;;;
29483;;0;0;;;;;
29523;;4439;1;;;;;
29589;;1034;1;;;;;
29477;;429;2;;;;;
29476;;365;8;;;;;
29478;;2071;1;;;;;
29963;;0;0;;;;;
29528;;1954;1;;;;;
29505;;0;0;;;;;
29498;;922;2;;;;;
29492;;0;0;;;;;
29487;;0;0;;;;;
29486;;0;0;;;;;
29548;;1088;5;;;;;
29556;;0;0;;;;;
29788;;0;0;;;;;
29912;;970;1;;;;;
29908;;0;0;;;;;
30015;;0;0;;;;;
29969;;0;0;;;;;
29652;;946;2;;;;;
29790;;0;0;;;;;
29923;;0;0;;;;;
29664;;2481;1;;;;;
29852;;1563;1;;;;;
29593;;0;0;;;;;
29918;;562;1;;;;;
29616;;994;7;;;;;
29611;;4563;1;;;;;
29596;;0;0;;;;;
29592;;2398;1;;;;;
29993;;0;0;;;;;
29623;;319;9;;;;;
29620;;0;0;;;;;
29855;;0;0;;;;;
30005;;1820;6;;;;;
29966;;196;24;;;;;
29840;;0;0;;;;;
29916;;634;2;;;;;
29823;;0;0;;;;;
29581;;0;0;;;;;
29882;;0;0;;;;;
29594;;1808;2;;;;;
29565;;0;0;;;;;
29663;;0;0;;;;;
29946;;0;0;;;;;
29773;;213;6;;;;;
29951;;0;0;;;;;
29575;;0;0;;;;;
29580;;222;2;;;;;
30010;;1414;4;;;;;
29572;;0;0;;;;;
29573;;0;0;;;;;
29571;;0;0;;;;;
29574;;0;0;;;;;
29873;;192;14;;;;;
29782;;636;1;;;;;
29822;;710;5;;;;;
29003;;0;0;;;;;
29568;;0;0;;;;;
29869;;0;0;;;;;
29582;;0;0;;;;;
29900;;0;0;;;;;
29630;;3429;1;;;;;
29632;;0;0;;;;;
29570;;0;0;;;;;
29865;;1276;1;;;;;
29645;;0;0;;;;;
29629;;0;0;;;;;
30009;;1405;6;;;;;
29618;;0;0;;;;;
29845;;387;2;;;;;
29767;;0;0;;;;;
29622;;0;0;;;;;
29628;;0;0;;;;;
29977;;0;0;;;;;
29806;;667;2;;;;;
29637;;2067;1;;;;;
29654;;0;0;;;;;
29889;;9276;2;;;;;
29656;;0;0;;;;;
29641;;933;2;;;;;
29644;;803;2;;;;;
29634;;2488;2;;;;;
29642;;750;1;;;;;
29643;;1138;3;;;;;
29640;;841;1;;;;;
29920;;0;0;;;;;
29633;;0;0;;;;;
29635;;4390;2;;;;;
29667;;0;0;;;;;
29986;;0;0;;;;;
29658;;311;6;;;;;
29953;;0;0;;;;;
29679;;6708;1;;;;6685;
29677;;3090;1;;;;;
29673;;0;0;;;;;
29639;;944;4;;;;;
29809;;283;6;;;;;
29660;;902;8;;;;;
29674;;553;1;;;;;
29726;;0;0;;;;;
29676;;0;0;;;;;
29973;;0;0;;;;;
29723;;0;0;;;;;
29853;;0;0;;;;;
29741;;0;0;;;;2894;
29681;;898;2;;;;;
29683;;679;14;;;;;
29682;;549;1;;;;;
29684;;0;0;;;;;
29686;;0;0;;;;;
29685;;772;1;;;;;
29688;;0;0;;;;;
29690;;0;0;;;;;
29705;;342;1;;;;;
29692;;0;0;;;;;
29707;;0;0;;;;;
29709;;0;0;;;;;
29700;;0;0;;;;;
29877;;115;3;;;;;
29914;;0;0;;;;;
29720;;0;0;;;;;
29792;;0;0;;;;;
29987;;0;0;;;;;
29761;;3100;1;;;;;
29944;;678;5;;;;;
29929;;526;92;;;;;
29834;;0;0;;;;;
29722;;822;2;;;;;
29687;;0;0;;;;;
29871;;270;2;;;;;
29698;;0;0;;;;;
29695;;1670;1;;;;;
30011;;2023;5;;;;;
29691;;0;0;;;;;
29689;;0;0;;;;;
29962;;1127;2;;;;;
29699;;0;0;;;;;
29704;;0;0;;;;;
30020;;0;0;;;;;
29693;;594;1;;;;;
29848;;0;0;;;;;
29694;;0;0;;;;;
29696;;1583;2;;;;;
29680;;0;0;;;;;
29678;;0;0;;;;;
29856;;0;0;;;;;
29996;;692;9;;;;;
30017;;1360;5;;;;;
30018;;1078;3;;;;;
29770;;0;0;;;;;
29898;;3395;1;;;;;
29843;;0;0;;;;;
29743;;0;0;;;;2894;
29735;;1941;1;;;;3748;
29733;;0;0;;;;3394;
29736;;2040;1;;;;3748;
29780;;601;1;;;;;
29784;;0;0;;;;;
29745;;0;0;;;;2390;
29747;;0;0;;;;2946;
29754;;0;0;;;;;
29849;;447;4;;;;;
29752;;0;0;;;;;
29817;;0;0;;;;;
29802;;0;0;;;;;
29940;;0;0;;;;;
29757;;0;0;;;;;
29776;;0;0;;;;;
29729;;404;8;;;;;
29744;;1320;1;;;;2390;
29734;;0;0;;;;3394;
29740;;0;0;;;;3754;
29937;;205;7;;;;;
29891;;0;0;;;;;
29939;;3032;1;;;;;
29791;;0;0;;;;;
29846;;881;20;;;;;
29737;;2040;1;;;;3748;
29775;;0;0;;;;;
29797;;0;0;;;;;
29750;;2144;1;;;;3940;
29749;;0;0;;;;2946;
29751;;0;0;;;;3940;
29746;;1257;1;;;;2390;
29785;;0;0;;;;;
29831;;241;8;;;;;
29755;;0;0;;;;;
29799;;3584;1;;;;;
29804;;4412;6;;;;;
29798;;0;0;;;;;
29569;;0;0;;;;;
29884;;0;0;;;;;
30013;;733;4;;;;;
29813;;0;0;;;;;
29766;;1887;1;;;;;
28566;;917;1;;;;;
29915;;0;0;;;;;
29887;;0;0;;;;;
29800;;0;0;;;;;
29724;;274;1;;;;;
29725;;0;0;;;;;
29721;;0;0;;;;;
29728;;0;0;;;;;
29718;;493;4;;;;;
29719;;0;0;;;;;
29768;;0;0;;;;;
29715;;0;0;;;;;
5374;;0;0;;;;;
29844;;0;0;;;;;
29769;;0;0;;;;;
29816;;604;1;;;;;
29748;;0;0;;;;2946;
29742;;0;0;;;;2894;
29826;;273;4;;;;;
29727;;0;0;;;;;
29936;;205;4;;;;;
29783;;0;0;;;;;
29795;;0;0;;;;;
29928;;0;0;;;;;
29731;;404;13;;;;;
29716;;0;0;;;;;
29714;;822;1;;;;;
29885;;0;0;;;;;
29758;;0;0;;;;513;
29931;;0;0;;;;;
29730;;404;10;;;;;
29938;;0;0;;;;;
29932;;0;0;;;;;
29997;;864;1;;;;;
29976;;0;0;;;;;
29978;;0;0;;;;;
29983;;0;0;;;;;
29968;;0;0;;;;;
29975;;0;0;;;;;
29967;;0;0;;;;;
29972;;0;0;;;;;
29974;;0;0;;;;;
29970;;0;0;;;;;
30002;;1828;2;;;;;
30007;;1273;13;;;;;
30025;;10056;2;;;;;
30027;;715;13;;;;;
30287;;0;0;;;;;
30029;;0;0;;;;;
30030;;1161;2;;;;;
30031;;1030;2;;;;;
30320;;537;2;;;;;
30044;;0;0;;;;;
30032;;737;2;;;;;
30290;;0;0;;;;;
27143;;0;0;;;;;
30033;;0;0;;;;;
30039;;0;0;;;;;
30022;;17460;1;;;;;
30023;;10056;1;;;;;
30024;;10056;1;;;;;
30137;;543;17;;;;;
30028;;715;13;;;;;
30026;;715;11;;;;;
30354;;0;0;;;;;
27103;;0;0;;;;;
27102;;437;6;;;;;
30288;;0;0;;;;;
28688;;7882;2;;;;;
30233;;737;3;;;;;
30534;;0;0;;;;;
30121;;12586;1;;;;;
30113;;492;4;;;;;
30082;;2238;2;;;;;
30146;;1866;1;;;;;
30265;;4808;1;;;;;
30328;;1971;1;;;;;
30095;;0;0;;;;;
30042;;0;0;;;;;
27165;;0;0;;;;;
30404;;10593;2;;;;;
28831;;2712;1;;;;;
30447;;11428;5;;;;;
30126;;3568;2;;;;;
30196;;557;1;;;;;
30322;;0;0;;;;;
30038;;1398;3;;;;;
30034;;1398;1;;;;;
30036;;0;0;;;;;
30041;;10929;1;;;;;
30506;;969;5;;;;;
28642;;0;0;;;;;
30048;;1789;4;;;;;
27609;;11428;1;;;;;
30155;;0;0;;;;;
30444;;0;0;;;;;
30413;;862;21;;;;;
30499;;1088;6;;;;;
30035;;1398;2;;;;;
30269;;0;0;;;;;
30037;;1398;3;;;;;
30043;;2005;1;;;;;
30130;;0;0;;;;;
27148;;4031;1;;;;;
30307;;0;0;;;;;
30040;;0;0;;;;;
30538;;0;0;;;;;
30355;;840;1;;;;;
30435;;0;0;;;;;
27176;;0;0;;;;;
30249;;985;1;;;;;
30474;;562;1;;;;;
27175;;4618;1;;;;;
28699;;6648;2;;;;;
27108;;0;0;;;;;
27115;;0;0;;;;;
27130;;0;0;;;;;
27141;;1318;1;;;;;
27150;;0;0;;;;;
27142;;0;0;;;;;
30470;;0;0;;;;;
27164;;0;0;;;;;
27156;;0;0;;;;;
27092;;1274;1;;;;;
30244;;0;0;;;;;
30209;;0;0;;;;;
27085;;0;0;;;;;
30502;;4593;1;;;;;
30090;;0;0;;;;;
27107;;2499;1;;;;;
30058;;0;0;;;;;
30056;;1675;1;;;;;
30057;;0;0;;;;;
30059;;0;0;;;;;
30442;;1323;9;;;;;
30053;;0;0;;;;;
30054;;0;0;;;;;
27155;;169;1;;;;;
30412;;728;9;;;;;
27163;;534;3;;;;;
30417;;355;8;;;;;
30424;;723;5;;;;;
27507;;8751;1;;;;;
30047;;3340;2;;;;;
30046;;5319;7;;;;;
30500;;1127;1;;;;;
30052;;728;11;;;;;
30230;;737;1;;;;;
30449;;2633;1;;;;;
30343;;0;0;;;;;
30051;;728;4;;;;;
28637;;9811;2;;;;;
30079;;0;0;;;;;
30333;;271;9;;;;;
30433;;0;0;;;;;
30049;;217;2;;;;;
30405;;11096;2;;;;;
30045;;396;53;;;;;
30363;;1657;2;;;;;
30191;;0;0;;;;;
30535;;0;0;;;;;
30503;;0;0;;;;;
30055;;0;0;;;;;
27780;;0;0;;;;;
30083;;0;0;;;;;
30527;;0;0;;;;;
30471;;739;1;;;;;
30162;;0;0;;;;;
30216;;0;0;;;;;
30097;;0;0;;;;;
30422;;295;7;;;;;
30093;;0;0;;;;;
30087;;0;0;;;;;
30094;;1533;1;;;;;
30501;;0;0;;;;;
30282;;609;1;;;;;
30066;;1676;2;;;;;
30067;;1475;2;;;;;
30064;;0;0;;;;;
30065;;0;0;;;;;
30063;;0;0;;;;;
30068;;1558;1;;;;;
30129;;1264;5;;;;;
30511;;0;0;;;;;
30060;;8062;1;;;;;
30210;;190;8;;;;;
30439;;0;0;;;;;
30407;;5765;1;;;;;
30420;;286;9;;;;;
30096;;5615;1;;;;;
30272;;1087;1;;;;;
27111;;1590;1;;;;;
27114;;0;0;;;;;
30335;;0;0;;;;;
30062;;0;0;;;;;
30077;;0;0;;;;;
30072;;862;2;;;;;
30071;;0;0;;;;;
30546;;0;0;;;;;
30421;;337;2;;;;;
27443;;0;0;;;;;
30411;;592;2;;;;;
27113;;0;0;;;;;
30281;;609;1;;;;;
30419;;262;9;;;;;
30075;;0;0;;;;;
30076;;0;0;;;;;
30221;;709;6;;;;;
27144;;0;0;;;;;
27446;;0;0;;;;;
30074;;0;0;;;;;
27135;;0;0;;;;;
30073;;428;4;;;;;
30078;;0;0;;;;;
30541;;0;0;;;;;
30213;;203;1;;;;;
27099;;0;0;;;;;
30258;;4862;1;;;;;
30157;;889;1;;;;;
30091;;0;0;;;;;
30086;;5016;2;;;;;
30089;;2529;1;;;;;
30085;;0;0;;;;;
30084;;1546;1;;;;;
30081;;12619;1;;;;;
30080;;0;0;;;;;
27116;;0;0;;;;;
30088;;933;1;;;;;
30332;;1585;1;;;;;
27548;;13732;1;;;;;
30542;;0;0;;;;;
30443;;0;0;;;;;
30135;;1478;1;;;;;
30197;;2109;1;;;;;
30300;;0;0;;;;;
30409;;745;5;;;;;
30136;;0;0;;;;;
30522;;2089;6;;;;;
27505;;8378;2;;;;;
30248;;926;1;;;;;
30368;;617;3;;;;;
30220;;745;5;;;;;
30426;;295;8;;;;;
30125;;1936;2;;;;;
30225;;1917;2;;;;;
30446;;7413;4;;;;;
30119;;2382;2;;;;;
30436;;8005;6;;;;;
30469;;806;2;;;;;
30353;;0;0;;;;;
30275;;0;0;;;;;
30440;;0;0;;;;;
30456;;6129;2;;;;;
30123;;0;0;;;;;
30118;;0;0;;;;;
30548;;0;0;;;;;
30098;;0;0;;;;;
30112;;0;0;;;;;
30120;;7611;1;;;;;
30453;;0;0;;;;;
30487;;3889;1;;;;;
30367;;0;0;;;;;
30218;;571;8;;;;;
30416;;0;0;;;;;
30132;;6699;3;;;;;
30131;;0;0;;;;;
30400;;1855;1;;;;;
30347;;489;2;;;;;
30490;;0;0;;;;;
30133;;1325;1;;;;;
30448;;872;1;;;;;
30286;;0;0;;;;;
30122;;7910;1;;;;;
30117;;0;0;;;;;
30423;;211;8;;;;;
28647;;10501;2;;;;;
30445;;2353;2;;;;;
30369;;617;4;;;;;
30103;;5759;1;;;;;
30102;;5759;3;;;;;
30099;;7590;2;;;;;
30101;;7071;1;;;;;
30100;;0;0;;;;;
30114;;0;0;;;;;
30124;;3431;2;;;;;
30352;;0;0;;;;;
30107;;0;0;;;;;
30104;;3245;1;;;;;
30106;;4293;1;;;;;
30105;;0;0;;;;;
30134;;1032;2;;;;;
30115;;0;0;;;;;
30111;;884;2;;;;;
30110;;0;0;;;;;
30109;;0;0;;;;;
30108;;0;0;;;;;
30116;;0;0;;;;;
30127;;458;12;;;;;
30544;;0;0;;;;;
30239;;0;0;;;;;
30329;;2345;1;;;;;
30427;;845;10;;;;;
30160;;0;0;;;;;
30358;;1335;1;;;;;
30365;;683;3;;;;;
30313;;648;5;;;;;
30262;;0;0;;;;;
30306;;5707;1;;;;;
30441;;0;0;;;;;
30236;;0;0;;;;;
30350;;489;1;;;;;
30356;;923;1;;;;;
30361;;743;2;;;;;
30167;;207;13;;;;;
30255;;0;0;;;;;
30260;;654;2;;;;;
30264;;1701;2;;;;;
30278;;0;0;;;;;
30161;;0;0;;;;;
30529;;1725;1;;;;;
30277;;0;0;;;;;
30252;;2181;1;;;;;
30283;;406;6;;;;;
30259;;0;0;;;;;
30342;;0;0;;;;;
30338;;1773;1;;;;;
30339;;0;0;;;;;
27091;;0;0;;;;;
30267;;0;0;;;;;
30164;;0;0;;;;;
30141;;2567;2;;;;;
30142;;589;1;;;;;
30145;;0;0;;;;;
30166;;0;0;;;;;
30370;;0;0;;;;;
30430;;295;5;;;;;
30270;;1022;1;;;;;
30263;;0;0;;;;;
30273;;2877;1;;;;;
30348;;0;0;;;;;
30271;;1197;3;;;;;
30308;;286;21;;;;;
30292;;7439;1;;;;;
30334;;0;0;;;;;
30325;;0;0;;;;;
30138;;728;1;;;;;
30148;;0;0;;;;;
30147;;3758;1;;;;;
30159;;0;0;;;;;
30154;;0;0;;;;;
30156;;0;0;;;;;
30331;;585;2;;;;;
30351;;0;0;;;;;
30513;;0;0;;;;;
30539;;4226;1;;;;;
30425;;295;6;;;;;
30163;;1406;1;;;;;
30158;;0;0;;;;;
30139;;0;0;;;;;
30140;;0;0;;;;;
30392;;0;0;;;;;
30150;;3899;3;;;;;
30151;;11969;1;;;;;
30152;;4518;1;;;;;
30143;;2529;1;;;;;
30149;;3377;1;;;;;
30360;;993;8;;;;;
30403;;728;13;;;;;
30153;;731;2;;;;;
30297;;0;0;;;;;
30337;;0;0;;;;;
30165;;0;0;;;;;
30284;;0;0;;;;;
30326;;3754;1;;;;;
30256;;4929;1;;;;;
30431;;0;0;;;;;
30418;;0;0;;;;;
30183;;0;0;;;;;
30222;;0;0;;;;;
30253;;4263;3;;;;;
30279;;0;0;;;;;
30189;;1054;2;;;;;
30402;;792;4;;;;;
30223;;0;0;;;;;
30330;;0;0;;;;;
30193;;0;0;;;;;
30224;;0;0;;;;;
30185;;0;0;;;;;
30168;;8608;1;;;;;
30215;;0;0;;;;;
30186;;0;0;;;;;
30195;;0;0;;;;;
30194;;437;1;;;;;
30536;;1093;3;;;;;
30315;;0;0;;;;;
30188;;0;0;;;;;
30438;;0;0;;;;;
30540;;1943;1;;;;;
30428;;211;5;;;;;
30184;;0;0;;;;;
30214;;500;1;;;;;
30170;;0;0;;;;;
30172;;1132;1;;;;;
30212;;211;7;;;;;
30408;;9229;1;;;;;
30211;;0;0;;;;;
30169;;0;0;;;;;
30190;;2031;1;;;;;
30176;;0;0;;;;;
30179;;0;0;;;;;
30276;;0;0;;;;;
30364;;1408;1;;;;;
30293;;163;20;;;;;
30187;;699;3;;;;;
30171;;0;0;;;;;
30173;;0;0;;;;;
30182;;4314;1;;;;;
30323;;0;0;;;;;
30217;;1178;1;;;;;
30178;;0;0;;;;;
30177;;758;5;;;;;
30180;;660;2;;;;;
30192;;0;0;;;;;
30274;;1058;1;;;;;
30302;;5135;1;;;;;
30219;;0;0;;;;;
30175;;0;0;;;;;
30359;;0;0;;;;;
30285;;0;0;;;;;
30207;;0;0;;;;;
30357;;0;0;;;;;
30254;;6008;1;;;;;
30242;;0;0;;;;;
30232;;0;0;;;;;
27544;;9150;1;;;;;
27093;;4226;2;;;;;
30238;;0;0;;;;;
27145;;0;0;;;;;
30245;;1831;1;;;;;
27172;;0;0;;;;;
30268;;924;1;;;;;
30280;;315;2;;;;;
30234;;2283;1;;;;;
30251;;7317;1;;;;;
30235;;0;0;;;;;
30231;;737;1;;;;;
30505;;5684;2;;;;;
30451;;1813;2;;;;;
27174;;1972;1;;;;;
10671;;0;0;;;;;
27157;;0;0;;;;;
28607;;0;0;;;;;
30266;;2816;1;;;;;
30257;;0;0;;;;;
30240;;0;0;;;;;
30243;;7539;3;;;;;
30250;;5434;1;;;;;
30229;;3648;3;;;;;
30227;;3666;1;;;;;
30226;;4350;2;;;;;
30228;;4289;6;;;;;
28830;;2821;1;;;;;
30261;;774;2;;;;;
30491;;1169;18;;;;;
30241;;3551;1;;;;;
30485;;809;1;;;;;
30508;;0;0;;;;;
30378;;0;0;;;;;
30237;;2798;1;;;;;
30401;;4972;2;;;;;
30246;;0;0;;;;;
30247;;803;2;;;;;
30498;;0;0;;;;;
30349;;489;1;;;;;
30304;;0;0;;;;;
30319;;0;0;;;;;
30321;;0;0;;;;;
30479;;724;1;;;;;
27090;;0;0;;;;;
27131;;0;0;;;;;
28682;;1526;20;;;;;
30309;;315;11;;;;;
30452;;0;0;;;;;
30291;;6838;1;;;;;
30362;;0;0;;;;;
30324;;0;0;;;;;
30294;;0;0;;;;;
30314;;981;2;;;;;
30312;;0;0;;;;;
30305;;2791;1;;;;;
30303;;6390;1;;;;;
30295;;6371;1;;;;;
30310;;489;2;;;;;
30298;;3536;1;;;;;
30318;;733;2;;;;;
30317;;799;1;;;;;
30345;;0;0;;;;;
30415;;0;0;;;;;
30346;;489;1;;;;;
30336;;6598;3;;;;;
30341;;774;1;;;;;
30327;;0;0;;;;;
30301;;0;0;;;;;
30299;;0;0;;;;;
30366;;842;2;;;;;
30296;;2852;1;;;;;
30311;;598;3;;;;;
30316;;0;0;;;;;
30528;;0;0;;;;;
30414;;0;0;;;;;
30437;;6113;1;;;;;
30468;;0;0;;;;;
30432;;0;0;;;;;
30379;;597;1;;;;;
30380;;0;0;;;;;
30383;;0;0;;;;;
30385;;0;0;;;;;
30406;;10200;2;;;;;
30450;;0;0;;;;;
30455;;0;0;;;;;
30394;;1056;1;;;;;
30388;;0;0;;;;;
30389;;0;0;;;;;
30397;;0;0;;;;;
30434;;0;0;;;;;
30372;;0;0;;;;;
30373;;0;0;;;;;
30375;;0;0;;;;;
30374;;506;1;;;;;
30398;;0;0;;;;;
30391;;0;0;;;;;
30377;;0;0;;;;;
30429;;211;2;;;;;
30376;;0;0;;;;;
30371;;0;0;;;;;
30457;;2114;1;;;;;
30382;;0;0;;;;;
30410;;728;5;;;;;
30387;;0;0;;;;;
30384;;604;1;;;;;
30381;;562;1;;;;;
30396;;0;0;;;;;
30399;;575;2;;;;;
30386;;0;0;;;;;
30395;;0;0;;;;;
30390;;0;0;;;;;
30393;;0;0;;;;;
30466;;3567;1;;;;;
30454;;3395;1;;;;;
30531;;0;0;;;;;
30532;;2072;4;;;;;
30507;;5987;1;;;;;
29002;;15015;1;;;;;
30526;;0;0;;;;;
30516;;0;0;;;;;
30543;;0;0;;;;;
30547;;0;0;;;;;
30510;;0;0;;;;;
30517;;1260;1;;;;;
30495;;1178;2;;;;;
30504;;5083;1;;;;;
30509;;0;0;;;;;
30545;;0;0;;;;;
30496;;531;8;;;;;
30530;;2072;2;;;;;
30489;;0;0;;;;;
30478;;6522;1;;;;;
30482;;2131;1;;;;;
30483;;10051;2;;;;;
30481;;2326;3;;;;;
30493;;1240;3;;;;;
30494;;1238;1;;;;;
30473;;0;0;;;;;
30476;;1137;1;;;;;
30480;;0;0;;;;;
30477;;1269;2;;;;;
30472;;183;7;;;;;
30488;;19462;1;;;;;
30492;;2314;1;;;;;
30497;;562;4;;;;;
30486;;4612;1;;;;;
30512;;0;0;;;;;
30521;;2174;5;;;;;
30523;;0;0;;;;;
30533;;0;0;;;;;
30518;;0;0;;;;;
30525;;1057;2;;;;;
30514;;0;0;;;;;
30520;;0;0;;;;;
30524;;0;0;;;;;
30515;;0;0;;;;;
30519;;0;0;;;;;
30537;;0;0;;;;;
30673;;0;0;;;;;
30661;;8714;1;;;;;
30944;;823;2;;;;;
28822;;1979;17;;;;;
31362;;0;0;;;;;
31408;;547;1;;;;;
31309;;190;24;;;;;
30837;;0;0;;;;;
31019;;4107;3;;;;;
31565;;1008;1;;;;;
31133;;3679;3;;;;;
31132;;1074;3;;;;;
31479;;388;13;;;;;
31505;;273;13;;;;;
30978;;635;3;;;;;
