id товара;осн. артикул;цена;наличие;статус;доп. артикул;штрихкод;ррц
12558;;0;0;;;;;
11698;;0;0;;;;;
18298;;0;0;;;;;
12613;;0;0;;;;;
11744;;1611;1;;;;3070;
16032;;0;0;;;;;
12539;;0;0;;;;;
14256;;2672;1;;;;4918;
16994;;0;0;;;;;
17754;;0;0;;;;;
14160;;0;0;;;;;
10325;;0;0;;;;;
13196;;0;0;;;;;
10326;;0;0;;;;;
10858;;0;0;;;;;
12011;;0;0;;;;;
12521;;0;0;;;;;
23718;;0;0;;;;;
16571;;1898;5;;;;;
13217;;0;0;;;;;
12629;;0;0;;;;;
10778;;0;0;;;;;
12427;;0;0;;;;;
11994;;0;0;;;;;
15245;;603;1;;;;;
12603;;0;0;;;;;
12612;;0;0;;;;;
11484;;0;0;;;;;
20233;;0;0;;;;;
13461;;0;0;;;;;
15762;;0;0;;;;;
13916;;0;0;;;;;
16694;;0;0;;;;;
10853;;0;0;;;;;
11680;;0;0;;;;;
20759;;14277;1;;;;;
13114;;0;0;;;;;
17934;;0;0;;;;;
18546;;535;1;;;;;
19920;;0;0;;;;;
12784;;496;4;;;;;
25218;;618;2;;;;;
16434;;0;0;;;;;
10904;;0;0;;;;;
15671;;0;0;;;;;
16735;;0;0;;;;;
10330;;2024;3;;;;;
16998;;667;1;;;;;
16670;;0;0;;;;;
25353;;3454;1;;;;;
11626;;0;0;;;;;
14249;;280;4;;;;;
11321;;5177;1;;;;;
12077;;0;0;;;;;
13438;;0;0;;;;;
12565;;0;0;;;;;
16775;;0;0;;;;;
14997;;0;0;;;;;
16737;;0;0;;;;;
22156;;0;0;;;;;
12875;;1083;2;;;;;
11986;;0;0;;;;;
11462;;0;0;;;;;
12488;;0;0;;;;;
16675;;0;0;;;;;
15650;;2804;2;;;;2420;
11690;;0;0;;;;;
13482;;1879;1;;;;;
20566;;0;0;;;;;
17506;;1278;2;;;;;
17129;;0;0;;;;;
11322;;0;0;;;;;
16688;;0;0;;;;;
10855;;0;0;;;;;
12288;;0;0;;;;;
16389;;0;0;;;;;
12579;;0;0;;;;;
17131;;0;0;;;;;
16845;;0;0;;;;;
10870;;0;0;;;;;
13920;;708;5;;;;;
22121;;588;6;;;;1067;
10321;;0;0;;;;;
17609;;202;6;;;;;
13822;;0;0;;;;;
10388;;0;0;;;;;
12472;;0;0;;;;;
21099;;0;0;;;;;
12839;;6768;1;;;;;
10322;;0;0;;;;;
24858;;0;0;;;;;
11302;;0;0;;;;;
16453;;0;0;;;;;
16964;;0;0;;;;;
16846;;0;0;;;;;
16719;;2308;6;;;;;
12279;;0;0;;;;;
9613;;0;0;;;;;
16479;;0;0;;;;;
14770;;0;0;;;;;
14910;;0;0;;;;;
12078;;0;0;;;;;
16921;;0;0;;;;;
22798;;0;0;;;;;
16816;;0;0;;;;;
23927;;0;0;;;;;
25063;;9643;1;;;;;
14165;;0;0;;;;;
23357;;0;0;;;;;
13118;;0;0;;;;;
13034;;0;0;;;;;
19217;;0;0;;;;;
13792;;0;0;;;;;
12849;;0;0;;;;;
21943;;0;0;;;;;
10019;;0;0;;;;;
16197;;0;0;;;;;
10006;;316;3;;;;;
10851;;0;0;;;;;
9990;;2011;1;;;;;
9596;;2643;1;;;;;
13993;;0;0;;;;2310;
17016;;0;0;;;;;
22844;;1641;2;;;;;
10011;;1618;3;;;;;
14481;;595;17;;;;;
15728;;0;0;;;;;
9989;;2021;1;;;;;
15675;;0;0;;;;;
11991;;0;0;;;;;
9412;;1532;3;;;;;
12594;;0;0;;;;;
16897;;0;0;;;;;
11654;;0;0;;;;;
17387;;0;0;;;;;
12974;;0;0;;;;;
24859;;0;0;;;;;
13553;;0;0;;;;;
11582;;698;4;;;;;
12528;;0;0;;;;;
13530;;0;0;;;;;
21511;;1450;2;;;;;
18378;;0;0;;;;;
11996;;0;0;;;;;
11992;;0;0;;;;;
20013;;0;0;;;;;
16896;;0;0;;;;;
22308;;0;0;;;;;
23974;;0;0;;;;;
12625;;0;0;;;;;
13233;;0;0;;;;;
13621;;712;1;;;;;
12599;;0;0;;;;;
15746;;0;0;;;;;
10866;;1906;3;;;;;
13866;;0;0;;;;;
22783;;0;0;;;;;
20978;;611;2;;;;1134;
13833;;0;0;;;;;
16692;;0;0;;;;;
12600;;0;0;;;;;
22079;;593;4;;;;;
10344;;2582;1;;;;4918;
13463;;0;0;;;;;
10854;;0;0;;;;;
11330;;0;0;;;;;
23924;;0;0;;;;;
14533;;0;0;;;;;
13923;;731;10;;;;;
13938;;491;10;;;;;
15174;;0;0;;;;;
13793;;2813;3;;;;;
13575;;5992;2;;;;;
13098;;3042;18;;;;;
13002;;0;0;;;;;
13063;;0;0;;;;;
14076;;0;0;;;;5168;
13973;;0;0;;;;;
12990;;256;4;;;;;
11826;;557;1;;;;;
11542;;2674;1;;;;5344;
15264;;2362;1;;;;4560;
16072;;875;1;;;;;
12642;;0;0;;;;735;
16174;;772;4;;;;;
22976;;0;0;;;;;
14179;;0;0;;;;;
10009;;0;0;;;;;
9601;;0;0;;;;;
11653;;0;0;;;;;
14406;;0;0;;;;;
15954;;0;0;;;;;
18394;;0;0;;;;;
17714;;526;1;;;;;
14207;;0;0;;;;;
18335;;0;0;;;;;
12924;;0;0;;;;;
9591;;2072;1;;;;;
10593;;0;0;;;;;
11676;;1578;4;;;;;
21239;;0;0;;;;;
12494;;0;0;;;;;
12821;;236;15;;;;;
10865;;2016;4;;;;;
16663;;2889;1;;;;;
13178;;0;0;;;;;
11814;;996;2;;;;;
16528;;417;15;;;;;
23744;;671;2;;;;;
10859;;1606;1;;;;;
5164;;0;0;;;;;
21238;;0;0;;;;;
15751;;0;0;;;;;
15576;;0;0;;;;;
13462;;0;0;;;;;
20731;;0;0;;;;;
13918;;1990;2;;;;;
16913;;0;0;;;;;
18341;;772;14;;;;;
11596;;0;0;;;;;
16173;;738;3;;;;;
18410;;0;0;;;;;
12667;;0;0;;;;;
11446;;0;0;;;;;
15273;;0;0;;;;;
14149;;0;0;;;;;
14978;;0;0;;;;;
13058;;0;0;;;;;
11028;;0;0;;;;;
14935;;0;0;;;;;
18942;;1636;3;;;;;
11637;;0;0;;;;14829;
13919;;0;0;;;;1740;
10852;;0;0;;;;;
12513;;0;0;;;;678;
20781;;296;2;;;;;
12254;;0;0;;;;;
13022;;0;0;;;;;
12310;;0;0;;;;;
17006;;0;0;;;;;
13232;;0;0;;;;;
12257;;0;0;;;;;
12978;;438;11;;;;;
10196;;0;0;;;;;
13864;;0;0;;;;;
13167;;0;0;;;;;
12532;;0;0;;;;;
10350;;0;0;;;;;
11655;;3092;3;;;;;
23321;;1843;2;;;;;
15924;;0;0;;;;;
12841;;4866;1;;;;;
20171;;0;0;;;;;
16739;;0;0;;;;;
10479;;0;0;;;;;
13766;;0;0;;;;;
9169;;2137;1;;;;;
10352;;4710;1;;;;;
10903;;0;0;;;;;
10675;;2319;1;;;;;
10443;;0;0;;;;;
12590;;0;0;;;;;
16807;;0;0;;;;;
14150;;0;0;;;;;
10449;;0;0;;;;;
10448;;0;0;;;;;
12627;;950;3;;;;;
17945;;6756;1;;;;;
12016;;4309;1;;;;;
11184;;0;0;;;;;
10392;;0;0;;;;;
10333;;0;0;;;;;
11062;;0;0;;;;;
11911;;1982;26;;;;;
12070;;0;0;;;;;
14981;;532;1;;;;;
13803;;2689;3;;;;;
11347;;0;0;;;;;
20387;;0;0;;;;;
12006;;0;0;;;;;
24847;;0;0;;;;;
19304;;0;0;;;;;
13985;;2248;9;;;;;
15246;;3256;1;;;;6286;
12305;;724;1;;;;;
13342;;0;0;;;;;
18143;;0;0;;;;;
14169;;0;0;;;;;
12010;;0;0;;;;;
16972;;0;0;;;;;
12798;;830;2;;;;;
12190;;0;0;;;;;
14008;;0;0;;;;;
12819;;0;0;;;;;
10393;;0;0;;;;;
15714;;146;1;;;;;
20281;;0;0;;;;;
18525;;0;0;;;;;
16645;;0;0;;;;;
12549;;0;0;;;;;
10137;;0;0;;;;;
10021;;0;0;;;;;
11832;;518;1;;;;;
14986;;0;0;;;;;
18304;;438;12;;;;;
16459;;0;0;;;;;
12578;;0;0;;;;;
13937;;0;0;;;;;
11834;;609;1;;;;;
11757;;0;0;;;;;
24026;;0;0;;;;4988;
18477;;0;0;;;;;
16129;;0;0;;;;;
13949;;774;8;;;;;
18566;;618;2;;;;;
12001;;0;0;;;;;
12464;;0;0;;;;10059;
12611;;0;0;;;;;
21575;;0;0;;;;;
23223;;0;0;;;;;
5384;;0;0;;;;;
12588;;0;0;;;;;
15669;;0;0;;;;;
19517;;0;0;;;;;
13038;;1838;2;;;;;
17954;;184;33;;;;;
16476;;0;0;;;;;
23185;;1958;1;;;;3600;
15217;;1049;2;;;;;
14261;;0;0;;;;;
16924;;0;0;;;;;
16340;;1040;6;;;;;
13939;;0;0;;;;;
11356;;0;0;;;;;
12608;;0;0;;;;;
12576;;0;0;;;;;
18191;;4171;1;;;;3863;
11935;;9639;5;;;;;
23537;;0;0;;;;;
17499;;0;0;;;;5050;
23050;;0;0;;;;;
24795;;3899;4;;;;;
9856;;0;0;;;;;
17607;;1040;1;;;;;
24949;;471;1;;;;;
21496;;0;0;;;;1039;
12269;;0;0;;;;;
15759;;0;0;;;;;
24617;;0;0;;;;3890;
17554;;3009;1;;;;;
10901;;0;0;;;;;
10871;;248;1;;;;;
10782;;1320;2;;;;;
10786;;533;1;;;;;
21809;;399;10;;;;;
21744;;1022;2;;;;;
12776;;0;0;;;;;
15205;;0;0;;;;;
24838;;489;3;;;;;
15505;;0;0;;;;;
10872;;171;3;;;;;
13003;;0;0;;;;;
11828;;0;0;;;;;
11830;;0;0;;;;;
12991;;244;9;;;;;
17236;;960;1;;;;;
15729;;0;0;;;;;
12621;;0;0;;;;;
18785;;0;0;;;;;
13859;;0;0;;;;;
20365;;920;2;;;;;
18475;;0;0;;;;;
15419;;0;0;;;;;
22055;;224;4;;;;;
11833;;0;0;;;;;
5373;;6661;1;;;;;
11646;;0;0;;;;;
14199;;0;0;;;;;
13362;;0;0;;;;;
19262;;0;0;;;;;
15061;;2217;8;;;;;
18473;;0;0;;;;;
11827;;518;1;;;;;
17492;;0;0;;;;;
20412;;0;0;;;;;
24476;;0;0;;;;;
14977;;0;0;;;;;
16076;;1564;3;;;;;
13349;;816;1;;;;;
12496;;0;0;;;;;
18268;;390;3;;;;704;
10856;;0;0;;;;;
14319;;0;0;;;;;
15754;;0;0;;;;;
17520;;0;0;;;;;
10591;;0;0;;;;;
10592;;0;0;;;;;
11307;;0;0;;;;;
13007;;709;9;;;;;
13876;;845;1;;;;;
9173;;526;2;;;;;
17809;;0;0;;;;;
24935;;0;0;;;;;
17497;;0;0;;;;;
24798;;4684;1;;;;;
25075;;748;3;;;;;
22704;;0;0;;;;;
12071;;0;0;;;;;
20475;;531;2;;;;;
11989;;0;0;;;;;
12527;;0;0;;;;;
17802;;930;5;;;;720;
5198;;0;0;;;;;
16201;;0;0;;;;;
13230;;0;0;;;;;
13021;;0;0;;;;;
12913;;0;0;;;;;
14143;;0;0;;;;;
11681;;0;0;;;;;
9268;;0;0;;;;;
11270;;0;0;;;;;
11678;;1367;2;;;;;
21825;;0;0;;;;;
19408;;0;0;;;;;
21127;;588;4;;;;;
13550;;0;0;;;;;
10868;;0;0;;;;;
10867;;3389;3;;;;;
21068;;0;0;;;;1060;
22703;;760;1;;;;;
12253;;410;1;;;;;
12298;;0;0;;;;;
12583;;0;0;;;;;
11649;;0;0;;;;;
24631;;408;2;;;;;
16342;;1614;2;;;;;
12993;;256;13;;;;;
14961;;0;0;;;;;
18119;;0;0;;;;;
24196;;0;0;;;;;
10685;;0;0;;;;;
12009;;1815;2;;;;;
17496;;0;0;;;;;
10780;;0;0;;;;;
16475;;0;0;;;;;
16988;;0;0;;;;;
16430;;0;0;;;;;
20015;;0;0;;;;;
18293;;2571;6;;;;1740;
24890;;999;4;;;;;
17440;;0;0;;;;;
11324;;0;0;;;;;
16432;;0;0;;;;;
11579;;698;22;;;;;
12582;;0;0;;;;;
13523;;2448;4;;;;;
11682;;1310;5;;;;;
22069;;564;3;;;;;
16401;;0;0;;;;;
12520;;0;0;;;;;
21658;;514;1;;;;;
10880;;0;0;;;;;
10879;;829;5;;;;;
10881;;616;8;;;;;
12604;;0;0;;;;;
13502;;2816;6;;;;;
16253;;2624;3;;;;3051;
16656;;0;0;;;;;
10877;;0;0;;;;;
13042;;2024;8;;;;;
12079;;0;0;;;;;
13059;;1811;4;;;;;
10878;;1986;1;;;;;
12271;;0;0;;;;;
10876;;1010;7;;;;;
22374;;0;0;;;;;
14002;;0;0;;;;;
5367;;2385;4;;;;;
11829;;0;0;;;;;
18272;;0;0;;;;1124;
18517;;0;0;;;;;
11669;;2466;19;;;;;
12082;;0;0;;;;;
12287;;0;0;;;;;
14210;;0;0;;;;;
20000;;194;3;;;;;
12535;;0;0;;;;;
12852;;0;0;;;;;
12580;;0;0;;;;;
13987;;3426;3;;;;;
21849;;0;0;;;;;
23186;;0;0;;;;5302;
19563;;607;3;;;;;
15684;;1246;1;;;;;
17989;;0;0;;;;;
11033;;0;0;;;;;
17730;;486;1;;;;;
20214;;0;0;;;;;
19499;;594;4;;;;;
24307;;0;0;;;;;
11048;;0;0;;;;;
16427;;0;0;;;;;
12493;;0;0;;;;;
11026;;0;0;;;;;
11017;;0;0;;;;;
13588;;0;0;;;;;
23500;;0;0;;;;;
13998;;0;0;;;;;
17915;;0;0;;;;;
19025;;0;0;;;;;
16844;;0;0;;;;;
21560;;0;0;;;;;
13953;;0;0;;;;;
11511;;0;0;;;;;
17287;;0;0;;;;;
13721;;0;0;;;;;
20099;;0;0;;;;;
11759;;0;0;;;;;
18176;;0;0;;;;;
12069;;0;0;;;;;
17162;;578;1;;;;;
13869;;0;0;;;;;
11360;;0;0;;;;;
22246;;1221;1;;;;;
5470;;0;0;;;;;
12524;;0;0;;;;;
23107;;0;0;;;;;
21406;;0;0;;;;;
21066;;0;0;;;;;
18192;;0;0;;;;6298;
10119;;3078;1;;;;;
5468;;0;0;;;;;
21782;;0;0;;;;;
14168;;0;0;;;;;
11842;;0;0;;;;;
25247;;2403;5;;;;;
10198;;2042;1;;;;;
10120;;0;0;;;;;
16835;;0;0;;;;;
11843;;0;0;;;;;
17674;;0;0;;;;3649;
19957;;0;0;;;;;
11999;;0;0;;;;;
23408;;0;0;;;;;
21356;;0;0;;;;;
21352;;0;0;;;;;
20795;;0;0;;;;;
24050;;0;0;;;;;
19866;;0;0;;;;;
18797;;994;1;;;;;
20899;;3946;2;;;;;
11668;;2988;1;;;;;
16175;;772;1;;;;;
18584;;466;3;;;;;
12134;;0;0;;;;;
18368;;0;0;;;;;
18055;;0;0;;;;;
15888;;0;0;;;;;
12005;;0;0;;;;;
22611;;2637;5;;;;;
24983;;0;0;;;;;
11318;;0;0;;;;;
23580;;0;0;;;;;
18061;;0;0;;;;;
20267;;0;0;;;;;
13974;;4328;2;;;;;
20537;;0;0;;;;;
5434;;0;0;;;;;
18960;;0;0;;;;;
5632;;0;0;;;;;
13977;;0;0;;;;;
16301;;0;0;;;;;
16474;;0;0;;;;;
17578;;0;0;;;;;
16669;;0;0;;;;;
13583;;109;9;;;;;
11995;;0;0;;;;;
9638;;0;0;;;;;
12799;;881;1;;;;;
11918;;0;0;;;;;
18374;;0;0;;;;;
13489;;0;0;;;;239;
24352;;1014;1;;;;;
10226;;510;9;;;;;
9511;;2297;1;;;;;
18240;;0;0;;;;498;
12632;;3635;1;;;;;
16426;;0;0;;;;;
12264;;0;0;;;;;
18204;;0;0;;;;;
14148;;0;0;;;;;
10200;;0;0;;;;;
10109;;0;0;;;;;
10128;;2450;1;;;;;
10182;;1688;7;;;;;
10205;;2113;4;;;;;
24724;;1373;1;;;;;
9944;;0;0;;;;;
13028;;8486;1;;;;;
13204;;0;0;;;;;
10125;;2576;3;;;;;
10007;;0;0;;;;;
18093;;0;0;;;;;
10220;;0;0;;;;;
15749;;0;0;;;;;
12003;;0;0;;;;;
12008;;0;0;;;;;
10023;;0;0;;;;;
5453;;1887;1;;;;;
10179;;0;0;;;;;
10135;;2251;2;;;;;
10104;;3329;12;;;;;
25209;;0;0;;;;;
12306;;910;3;;;;;
11483;;0;0;;;;;
12084;;0;0;;;;;
16895;;0;0;;;;;
13991;;0;0;;;;2320;
17974;;0;0;;;;;
21517;;0;0;;;;;
24329;;0;0;;;;;
11988;;0;0;;;;;
21410;;0;0;;;;;
16810;;0;0;;;;;
22857;;3088;5;;;;2850;
12262;;0;0;;;;;
11541;;0;0;;;;;
17439;;0;0;;;;;
13128;;0;0;;;;;
18620;;611;3;;;;1100;
15250;;0;0;;;;;
13490;;0;0;;;;;
17482;;0;0;;;;;
13079;;0;0;;;;;
13421;;0;0;;;;;
13941;;0;0;;;;;
13392;;1127;2;;;;;
18544;;668;1;;;;;
13574;;0;0;;;;;
17235;;0;0;;;;;
9522;;0;0;;;;;
20027;;255;2;;;;;
12597;;0;0;;;;;
18310;;1723;2;;;;;
16919;;0;0;;;;;
23648;;0;0;;;;;
9646;;0;0;;;;;
11269;;0;0;;;;;
13064;;0;0;;;;;
12645;;0;0;;;;702;
23514;;0;0;;;;;
19721;;0;0;;;;;
15667;;0;0;;;;;
20518;;818;7;;;;;
18216;;0;0;;;;744;
11956;;0;0;;;;;
12587;;0;0;;;;;
13401;;1623;2;;;;;
14112;;0;0;;;;;
10529;;0;0;;;;;
12204;;0;0;;;;;
11667;;2082;5;;;;;
14353;;0;0;;;;;
12585;;0;0;;;;;
18248;;0;0;;;;1148;
19494;;0;0;;;;;
12595;;0;0;;;;;
22102;;0;0;;;;4992;
16127;;0;0;;;;;
17677;;0;0;;;;5519;
12620;;0;0;;;;;
12596;;0;0;;;;;
11293;;4042;1;;;;;
12255;;8677;3;;;;;
16115;;0;0;;;;;
12258;;0;0;;;;;
16435;;0;0;;;;;
20864;;198;3;;;;;
16767;;0;0;;;;;
11317;;0;0;;;;;
20312;;802;3;;;;720;
11945;;0;0;;;;;
15538;;582;1;;;;;
14198;;0;0;;;;;
12989;;1575;2;;;;;
9280;;0;0;;;;;
20074;;0;0;;;;;
21071;;0;0;;;;;
14177;;0;0;;;;;
19845;;1584;1;;;;;
13405;;0;0;;;;;
11325;;0;0;;;;;
9644;;0;0;;;;;
22479;;0;0;;;;;
13996;;4788;1;;;;;
18339;;772;9;;;;;
11323;;0;0;;;;;
12277;;0;0;;;;;
11997;;2147;3;;;;;
22905;;0;0;;;;;
13589;;0;0;;;;;
18229;;771;1;;;;1390;
12586;;0;0;;;;;
19146;;0;0;;;;;
11685;;0;0;;;;;
14189;;252;2;;;;;
11334;;0;0;;;;;
12013;;0;0;;;;;
22267;;0;0;;;;;
12975;;224;11;;;;;
19271;;0;0;;;;;
20911;;0;0;;;;;
19276;;0;0;;;;;
13213;;2510;2;;;;;
19297;;0;0;;;;1160;
14056;;0;0;;;;;
14529;;0;0;;;;;
20915;;1061;1;;;;;
12265;;1709;5;;;;;
16714;;0;0;;;;;
23376;;0;0;;;;2590;
11342;;0;0;;;;;
11343;;0;0;;;;;
18347;;0;0;;;;;
11340;;0;0;;;;;
11337;;0;0;;;;;
21208;;1397;1;;;;;
13008;;598;3;;;;;
13046;;0;0;;;;;
18460;;248;1;;;;;
16454;;0;0;;;;;
9643;;0;0;;;;;
13111;;0;0;;;;;
12777;;1295;1;;;;;
12132;;0;0;;;;;
11675;;1494;3;;;;;
16836;;0;0;;;;;
11743;;0;0;;;;770;
17810;;0;0;;;;;
13877;;1875;1;;;;;
12113;;0;0;;;;;
13507;;3169;3;;;;;
12584;;0;0;;;;;
17503;;7924;3;;;;7820;
12904;;0;0;;;;;
12375;;0;0;;;;;
11580;;698;7;;;;;
14980;;558;1;;;;;
12607;;0;0;;;;;
12483;;0;0;;;;;
21088;;0;0;;;;;
14046;;2012;3;;;;;
14105;;0;0;;;;;
13035;;3536;2;;;;;
12014;;1773;3;;;;;
12999;;256;16;;;;;
11820;;0;0;;;;;
15726;;0;0;;;;;
9164;;0;0;;;;;
14366;;3239;1;;;;;
12640;;0;0;;;;849;
18883;;0;0;;;;;
19233;;0;0;;;;;
12581;;0;0;;;;;
11460;;0;0;;;;;
15670;;0;0;;;;;
11937;;0;0;;;;;
13525;;0;0;;;;;
19912;;0;0;;;;;
12616;;0;0;;;;;
13051;;0;0;;;;;
11652;;0;0;;;;;
22290;;0;0;;;;;
11512;;0;0;;;;;
12426;;0;0;;;;;
12080;;0;0;;;;;
15253;;0;0;;;;;
11761;;0;0;;;;;
13976;;0;0;;;;;
12342;;0;0;;;;;
14994;;0;0;;;;;
18109;;0;0;;;;;
18405;;0;0;;;;;
12007;;3579;1;;;;;
19553;;0;0;;;;;
11641;;0;0;;;;;
12073;;0;0;;;;;
11647;;6361;1;;;;;
19572;;0;0;;;;;
21058;;0;0;;;;;
17721;;0;0;;;;;
20044;;546;3;;;;;
19168;;0;0;;;;;
12619;;3561;2;;;;;
11539;;0;0;;;;;
15535;;0;0;;;;;
11350;;2685;1;;;;;
16520;;131;7;;;;;
16740;;6032;1;;;;;
16128;;0;0;;;;;
11377;;0;0;;;;;
13006;;0;0;;;;;
12622;;4306;1;;;;;
13154;;2837;2;;;;;
11581;;698;13;;;;;
13499;;3521;3;;;;;
13077;;0;0;;;;;
20337;;0;0;;;;;
12290;;0;0;;;;;
22867;;0;0;;;;;
13043;;0;0;;;;;
20694;;0;0;;;;;
9610;;1175;3;;;;;
14027;;0;0;;;;;
12610;;0;0;;;;;
16696;;0;0;;;;;
11378;;0;0;;;;;
15622;;5281;3;;;;;
17035;;377;2;;;;;
18482;;0;0;;;;;
24725;;0;0;;;;;
11831;;0;0;;;;;
12809;;0;0;;;;;
17009;;0;0;;;;;
15720;;0;0;;;;;
11461;;0;0;;;;;
19872;;0;0;;;;;
11423;;0;0;;;;;
20141;;0;0;;;;;
12888;;0;0;;;;;
14196;;0;0;;;;;
13047;;0;0;;;;;
13983;;0;0;;;;;
12081;;0;0;;;;;
12083;;0;0;;;;;
16991;;315;3;;;;;
13045;;0;0;;;;;
11823;;2303;1;;;;;
11822;;0;0;;;;;
11899;;0;0;;;;;
20635;;0;0;;;;;
13531;;4401;1;;;;;
23529;;0;0;;;;;
16478;;0;0;;;;;
12076;;0;0;;;;;
14166;;0;0;;;;;
12661;;0;0;;;;;
20495;;0;0;;;;;
12912;;0;0;;;;;
20068;;1534;1;;;;;
11942;;10124;2;;;;;
18169;;278;4;;;;;
11485;;0;0;;;;;
11367;;1421;2;;;;;
18338;;676;1;;;;;
12000;;4971;1;;;;;
12624;;0;0;;;;;
12012;;0;0;;;;;
12807;;0;0;;;;;
12308;;2257;1;;;;1740;
12439;;0;0;;;;;
17711;;451;2;;;;;
18318;;0;0;;;;;
13444;;637;2;;;;;
18570;;0;0;;;;;
12836;;0;0;;;;;
12296;;0;0;;;;;
12297;;0;0;;;;;
12536;;0;0;;;;;
21802;;0;0;;;;;
12304;;0;0;;;;;
12300;;1230;2;;;;;
23968;;1727;2;;;;;
12311;;0;0;;;;;
12313;;12641;3;;;;;
21692;;0;0;;;;;
12318;;1564;2;;;;;
12317;;0;0;;;;;
16365;;0;0;;;;;
24312;;0;0;;;;;
17054;;806;5;;;;;
13176;;0;0;;;;;
13000;;277;8;;;;;
14875;;0;0;;;;;
18059;;0;0;;;;;
16587;;2354;4;;;;2060;
14073;;0;0;;;;4992;
22677;;0;0;;;;;
16425;;0;0;;;;;
13521;;0;0;;;;;
12835;;0;0;;;;;
17908;;0;0;;;;;
13214;;0;0;;;;;
22833;;0;0;;;;;
12347;;2257;2;;;;;
12348;;2257;1;;;;1740;
12344;;1230;1;;;;;
12345;;1232;3;;;;;
24810;;0;0;;;;;
19134;;5761;2;;;;;
15763;;0;0;;;;;
13141;;0;0;;;;;
17541;;1006;5;;;;;
16621;;0;0;;;;;
16390;;0;0;;;;;
15724;;0;0;;;;;
17646;;0;0;;;;;
16505;;0;0;;;;;
12341;;0;0;;;;;
13917;;0;0;;;;;
18936;;0;0;;;;;
18291;;0;0;;;;652;
13202;;944;3;;;;;
12324;;2543;3;;;;;
11613;;4929;9;;;;;
18559;;887;1;;;;;
13001;;305;15;;;;;
18279;;0;0;;;;;
12473;;0;0;;;;3708;
13807;;0;0;;;;;
17443;;0;0;;;;;
17041;;0;0;;;;;
12476;;0;0;;;;4798;
12475;;0;0;;;;4992;
12474;;2712;1;;;;5168;
12454;;0;0;;;;;
12462;;2242;14;;;;;
18305;;0;0;;;;;
24290;;0;0;;;;;
11459;;0;0;;;;;
17008;;0;0;;;;;
18211;;0;0;;;;;
12609;;0;0;;;;;
12560;;0;0;;;;;
24600;;0;0;;;;;
14167;;0;0;;;;;
13547;;0;0;;;;;
18565;;0;0;;;;;
13069;;1618;5;;;;;
24663;;0;0;;;;;
15031;;0;0;;;;;
17166;;506;3;;;;;
12534;;8351;2;;;;;
12540;;0;0;;;;;
12533;;0;0;;;;;
15015;;0;0;;;;;
20516;;516;2;;;;;
13586;;0;0;;;;;
20688;;0;0;;;;;
20769;;724;1;;;;;
23162;;0;0;;;;;
18729;;0;0;;;;;
22205;;0;0;;;;;
14420;;0;0;;;;;
20301;;0;0;;;;;
18238;;0;0;;;;596;
13424;;1731;1;;;;;
23092;;0;0;;;;;
24127;;4690;2;;;;4400;
25266;;439;5;;;;;
21335;;0;0;;;;;
15761;;0;0;;;;;
12663;;492;2;;;;;
12662;;0;0;;;;;
12664;;0;0;;;;;
12665;;0;0;;;;;
12666;;0;0;;;;;
12668;;0;0;;;;;
12669;;0;0;;;;;
12670;;0;0;;;;;
14116;;0;0;;;;;
11715;;391;4;;;;;
14458;;0;0;;;;;
13139;;0;0;;;;;
12641;;0;0;;;;849;
12643;;0;0;;;;671;
14154;;0;0;;;;;
17603;;0;0;;;;;
15169;;0;0;;;;;
20663;;0;0;;;;;
12634;;0;0;;;;;
14361;;0;0;;;;;
11424;;0;0;;;;;
17716;;329;1;;;;;
15095;;0;0;;;;;
18516;;0;0;;;;;
14075;;2217;1;;;;4072;
12374;;0;0;;;;;
11914;;0;0;;;;;
14953;;0;0;;;;;
13491;;430;2;;;;;
21077;;0;0;;;;;
9444;;0;0;;;;;
12726;;0;0;;;;;
18856;;1314;1;;;;;
18656;;578;2;;;;;
17295;;0;0;;;;;
5413;;0;0;;;;;
21235;;0;0;;;;;
13086;;0;0;;;;;
16507;;0;0;;;;;
12840;;4124;2;;;;;
16930;;930;10;;;;720;
13044;;3461;3;;;;;
13910;;0;0;;;;;
15612;;0;0;;;;;
15252;;0;0;;;;;
19705;;0;0;;;;;
14164;;0;0;;;;;
15256;;584;1;;;;;
23425;;0;0;;;;;
15735;;0;0;;;;;
20137;;382;2;;;;;
17036;;0;0;;;;;
23428;;0;0;;;;;
19251;;2864;21;;;;;
17727;;519;1;;;;;
15732;;0;0;;;;;
19906;;0;0;;;;;
16611;;4349;1;;;;;
12960;;0;0;;;;;
13452;;0;0;;;;;
24722;;0;0;;;;;
12785;;2220;1;;;;;
12780;;884;1;;;;;
21649;;904;1;;;;;
12806;;546;1;;;;;
12805;;566;3;;;;;
17430;;4756;1;;;;;
12803;;578;6;;;;;
12804;;479;3;;;;;
14419;;0;0;;;;;
12790;;0;0;;;;;
12797;;1126;1;;;;;
10374;;0;0;;;;;
11575;;0;0;;;;;
19187;;2078;1;;;;;
15331;;0;0;;;;;
23660;;357;5;;;;;
12791;;218;2;;;;;
13442;;0;0;;;;;
13971;;0;0;;;;;
16090;;0;0;;;;;
19421;;0;0;;;;;
16186;;0;0;;;;;
19540;;1696;26;;;;;
18218;;0;0;;;;760;
12901;;0;0;;;;;
14113;;0;0;;;;;
13198;;927;2;;;;;
15895;;0;0;;;;;
15591;;0;0;;;;;
